prov_state,country,date,cum_cases,cases_incid,epiweek,China_source
Anhui,Mainland China,2020-01-20,0,0,4,TRUE
Anhui,Mainland China,2020-01-21,0,0,4,TRUE
Anhui,Mainland China,2020-01-22,1,1,4,TRUE
Anhui,Mainland China,2020-01-23,9,8,4,TRUE
Anhui,Mainland China,2020-01-24,15,6,4,TRUE
Anhui,Mainland China,2020-01-25,60,45,4,TRUE
Anhui,Mainland China,2020-01-26,70,10,5,TRUE
Anhui,Mainland China,2020-01-27,106,36,5,TRUE
Anhui,Mainland China,2020-01-28,152,46,5,TRUE
Anhui,Mainland China,2020-01-29,200,48,5,TRUE
Anhui,Mainland China,2020-01-30,200,0,5,TRUE
Anhui,Mainland China,2020-01-31,237,37,5,TRUE
Anhui,Mainland China,2020-02-01,297,60,5,TRUE
Anhui,Mainland China,2020-02-02,408,111,6,TRUE
Anhui,Mainland China,2020-02-03,480,72,6,TRUE
Anhui,Mainland China,2020-02-04,530,50,6,TRUE
Anhui,Mainland China,2020-02-05,530,0,6,TRUE
Anhui,Mainland China,2020-02-06,591,61,6,TRUE
Arizona,US,2020-01-20,0,0,4,FALSE
Arizona,US,2020-01-21,0,0,4,FALSE
Arizona,US,2020-01-22,0,0,4,FALSE
Arizona,US,2020-01-23,0,0,4,FALSE
Arizona,US,2020-01-24,0,0,4,FALSE
Arizona,US,2020-01-25,0,0,4,FALSE
Arizona,US,2020-01-26,1,1,5,FALSE
Arizona,US,2020-01-27,1,0,5,FALSE
Arizona,US,2020-01-28,1,0,5,FALSE
Arizona,US,2020-01-29,1,0,5,FALSE
Arizona,US,2020-01-30,1,0,5,FALSE
Arizona,US,2020-01-31,1,0,5,FALSE
Arizona,US,2020-02-01,1,0,5,FALSE
Arizona,US,2020-02-02,1,0,6,FALSE
Arizona,US,2020-02-03,1,0,6,FALSE
Arizona,US,2020-02-04,1,0,6,FALSE
Arizona,US,2020-02-05,1,0,6,FALSE
Arizona,US,2020-02-06,1,0,6,FALSE
Beijing,Mainland China,2020-01-20,0,0,4,TRUE
Beijing,Mainland China,2020-01-21,10,10,4,TRUE
Beijing,Mainland China,2020-01-22,14,4,4,TRUE
Beijing,Mainland China,2020-01-23,22,8,4,TRUE
Beijing,Mainland China,2020-01-24,36,14,4,TRUE
Beijing,Mainland China,2020-01-25,51,15,4,TRUE
Beijing,Mainland China,2020-01-26,68,17,5,TRUE
Beijing,Mainland China,2020-01-27,80,12,5,TRUE
Beijing,Mainland China,2020-01-28,91,11,5,TRUE
Beijing,Mainland China,2020-01-29,111,20,5,TRUE
Beijing,Mainland China,2020-01-30,114,3,5,TRUE
Beijing,Mainland China,2020-01-31,139,25,5,TRUE
Beijing,Mainland China,2020-02-01,168,29,5,TRUE
Beijing,Mainland China,2020-02-02,191,23,6,TRUE
Beijing,Mainland China,2020-02-03,212,21,6,TRUE
Beijing,Mainland China,2020-02-04,228,16,6,TRUE
Beijing,Mainland China,2020-02-05,253,25,6,TRUE
Beijing,Mainland China,2020-02-06,274,21,6,TRUE
"Boston, MA",US,2020-01-20,0,0,4,FALSE
"Boston, MA",US,2020-01-21,0,0,4,FALSE
"Boston, MA",US,2020-01-22,0,0,4,FALSE
"Boston, MA",US,2020-01-23,0,0,4,FALSE
"Boston, MA",US,2020-01-24,0,0,4,FALSE
"Boston, MA",US,2020-01-25,0,0,4,FALSE
"Boston, MA",US,2020-01-26,0,0,5,FALSE
"Boston, MA",US,2020-01-27,0,0,5,FALSE
"Boston, MA",US,2020-01-28,0,0,5,FALSE
"Boston, MA",US,2020-01-29,0,0,5,FALSE
"Boston, MA",US,2020-01-30,0,0,5,FALSE
"Boston, MA",US,2020-01-31,0,0,5,FALSE
"Boston, MA",US,2020-02-01,0,0,5,FALSE
"Boston, MA",US,2020-02-02,1,1,6,FALSE
"Boston, MA",US,2020-02-03,1,0,6,FALSE
"Boston, MA",US,2020-02-04,1,0,6,FALSE
"Boston, MA",US,2020-02-05,1,0,6,FALSE
"Boston, MA",US,2020-02-06,1,0,6,FALSE
British Columbia,Canada,2020-01-20,0,0,4,FALSE
British Columbia,Canada,2020-01-21,0,0,4,FALSE
British Columbia,Canada,2020-01-22,0,0,4,FALSE
British Columbia,Canada,2020-01-23,0,0,4,FALSE
British Columbia,Canada,2020-01-24,0,0,4,FALSE
British Columbia,Canada,2020-01-25,0,0,4,FALSE
British Columbia,Canada,2020-01-26,0,0,5,FALSE
British Columbia,Canada,2020-01-27,0,0,5,FALSE
British Columbia,Canada,2020-01-28,1,1,5,FALSE
British Columbia,Canada,2020-01-29,1,0,5,FALSE
British Columbia,Canada,2020-01-30,1,0,5,FALSE
British Columbia,Canada,2020-01-31,1,0,5,FALSE
British Columbia,Canada,2020-02-01,1,0,5,FALSE
British Columbia,Canada,2020-02-02,1,0,6,FALSE
British Columbia,Canada,2020-02-03,1,0,6,FALSE
British Columbia,Canada,2020-02-04,1,0,6,FALSE
British Columbia,Canada,2020-02-05,1,0,6,FALSE
British Columbia,Canada,2020-02-06,2,1,6,FALSE
California,US,2020-01-20,0,0,4,FALSE
California,US,2020-01-21,0,0,4,FALSE
California,US,2020-01-22,0,0,4,FALSE
California,US,2020-01-23,0,0,4,FALSE
California,US,2020-01-24,0,0,4,FALSE
California,US,2020-01-25,0,0,4,FALSE
California,US,2020-01-26,2,2,5,FALSE
California,US,2020-01-27,2,0,5,FALSE
California,US,2020-01-28,2,0,5,FALSE
California,US,2020-01-29,2,0,5,FALSE
California,US,2020-01-30,2,0,5,FALSE
California,US,2020-01-31,3,1,5,FALSE
California,US,2020-02-01,3,0,5,FALSE
California,US,2020-02-02,4,1,6,FALSE
California,US,2020-02-03,4,0,6,FALSE
California,US,2020-02-04,6,2,6,FALSE
California,US,2020-02-05,6,0,6,FALSE
California,US,2020-02-06,6,0,6,FALSE
Chongqing,Mainland China,2020-01-20,0,0,4,TRUE
Chongqing,Mainland China,2020-01-21,5,5,4,TRUE
Chongqing,Mainland China,2020-01-22,6,1,4,TRUE
Chongqing,Mainland China,2020-01-23,9,3,4,TRUE
Chongqing,Mainland China,2020-01-24,27,18,4,TRUE
Chongqing,Mainland China,2020-01-25,75,48,4,TRUE
Chongqing,Mainland China,2020-01-26,110,35,5,TRUE
Chongqing,Mainland China,2020-01-27,132,22,5,TRUE
Chongqing,Mainland China,2020-01-28,147,15,5,TRUE
Chongqing,Mainland China,2020-01-29,165,18,5,TRUE
Chongqing,Mainland China,2020-01-30,182,17,5,TRUE
Chongqing,Mainland China,2020-01-31,238,56,5,TRUE
Chongqing,Mainland China,2020-02-01,247,9,5,TRUE
Chongqing,Mainland China,2020-02-02,300,53,6,TRUE
Chongqing,Mainland China,2020-02-03,337,37,6,TRUE
Chongqing,Mainland China,2020-02-04,366,29,6,TRUE
Chongqing,Mainland China,2020-02-05,376,10,6,TRUE
Chongqing,Mainland China,2020-02-06,400,24,6,TRUE
Fujian,Mainland China,2020-01-20,0,0,4,TRUE
Fujian,Mainland China,2020-01-21,0,0,4,TRUE
Fujian,Mainland China,2020-01-22,1,1,4,TRUE
Fujian,Mainland China,2020-01-23,5,4,4,TRUE
Fujian,Mainland China,2020-01-24,10,5,4,TRUE
Fujian,Mainland China,2020-01-25,18,8,4,TRUE
Fujian,Mainland China,2020-01-26,35,17,5,TRUE
Fujian,Mainland China,2020-01-27,59,24,5,TRUE
Fujian,Mainland China,2020-01-28,82,23,5,TRUE
Fujian,Mainland China,2020-01-29,101,19,5,TRUE
Fujian,Mainland China,2020-01-30,101,0,5,TRUE
Fujian,Mainland China,2020-01-31,120,19,5,TRUE
Fujian,Mainland China,2020-02-01,144,24,5,TRUE
Fujian,Mainland China,2020-02-02,159,15,6,TRUE
Fujian,Mainland China,2020-02-03,179,20,6,TRUE
Fujian,Mainland China,2020-02-04,194,15,6,TRUE
Fujian,Mainland China,2020-02-05,205,11,6,TRUE
Fujian,Mainland China,2020-02-06,215,10,6,TRUE
Gansu,Mainland China,2020-01-20,0,0,4,TRUE
Gansu,Mainland China,2020-01-21,0,0,4,TRUE
Gansu,Mainland China,2020-01-22,0,0,4,TRUE
Gansu,Mainland China,2020-01-23,2,2,4,TRUE
Gansu,Mainland China,2020-01-24,2,0,4,TRUE
Gansu,Mainland China,2020-01-25,7,5,4,TRUE
Gansu,Mainland China,2020-01-26,14,7,5,TRUE
Gansu,Mainland China,2020-01-27,19,5,5,TRUE
Gansu,Mainland China,2020-01-28,24,5,5,TRUE
Gansu,Mainland China,2020-01-29,26,2,5,TRUE
Gansu,Mainland China,2020-01-30,26,0,5,TRUE
Gansu,Mainland China,2020-01-31,35,9,5,TRUE
Gansu,Mainland China,2020-02-01,35,0,5,TRUE
Gansu,Mainland China,2020-02-02,51,16,6,TRUE
Gansu,Mainland China,2020-02-03,55,4,6,TRUE
Gansu,Mainland China,2020-02-04,57,2,6,TRUE
Gansu,Mainland China,2020-02-05,57,0,6,TRUE
Gansu,Mainland China,2020-02-06,62,5,6,TRUE
Guangdong,Mainland China,2020-01-20,0,0,4,TRUE
Guangdong,Mainland China,2020-01-21,17,17,4,TRUE
Guangdong,Mainland China,2020-01-22,26,9,4,TRUE
Guangdong,Mainland China,2020-01-23,32,6,4,TRUE
Guangdong,Mainland China,2020-01-24,53,21,4,TRUE
Guangdong,Mainland China,2020-01-25,98,45,4,TRUE
Guangdong,Mainland China,2020-01-26,146,48,5,TRUE
Guangdong,Mainland China,2020-01-27,151,5,5,TRUE
Guangdong,Mainland China,2020-01-28,241,90,5,TRUE
Guangdong,Mainland China,2020-01-29,311,70,5,TRUE
Guangdong,Mainland China,2020-01-30,354,43,5,TRUE
Guangdong,Mainland China,2020-01-31,436,82,5,TRUE
Guangdong,Mainland China,2020-02-01,535,99,5,TRUE
Guangdong,Mainland China,2020-02-02,683,148,6,TRUE
Guangdong,Mainland China,2020-02-03,725,42,6,TRUE
Guangdong,Mainland China,2020-02-04,870,145,6,TRUE
Guangdong,Mainland China,2020-02-05,895,25,6,TRUE
Guangdong,Mainland China,2020-02-06,970,75,6,TRUE
Guangxi,Mainland China,2020-01-20,0,0,4,TRUE
Guangxi,Mainland China,2020-01-21,0,0,4,TRUE
Guangxi,Mainland China,2020-01-22,2,2,4,TRUE
Guangxi,Mainland China,2020-01-23,5,3,4,TRUE
Guangxi,Mainland China,2020-01-24,23,18,4,TRUE
Guangxi,Mainland China,2020-01-25,33,10,4,TRUE
Guangxi,Mainland China,2020-01-26,46,13,5,TRUE
Guangxi,Mainland China,2020-01-27,51,5,5,TRUE
Guangxi,Mainland China,2020-01-28,58,7,5,TRUE
Guangxi,Mainland China,2020-01-29,78,20,5,TRUE
Guangxi,Mainland China,2020-01-30,78,0,5,TRUE
Guangxi,Mainland China,2020-01-31,88,10,5,TRUE
Guangxi,Mainland China,2020-02-01,100,12,5,TRUE
Guangxi,Mainland China,2020-02-02,127,27,6,TRUE
Guangxi,Mainland China,2020-02-03,139,12,6,TRUE
Guangxi,Mainland China,2020-02-04,150,11,6,TRUE
Guangxi,Mainland China,2020-02-05,150,0,6,TRUE
Guangxi,Mainland China,2020-02-06,168,18,6,TRUE
Guizhou,Mainland China,2020-01-20,0,0,4,TRUE
Guizhou,Mainland China,2020-01-21,0,0,4,TRUE
Guizhou,Mainland China,2020-01-22,1,1,4,TRUE
Guizhou,Mainland China,2020-01-23,3,2,4,TRUE
Guizhou,Mainland China,2020-01-24,3,0,4,TRUE
Guizhou,Mainland China,2020-01-25,5,2,4,TRUE
Guizhou,Mainland China,2020-01-26,7,2,5,TRUE
Guizhou,Mainland China,2020-01-27,9,2,5,TRUE
Guizhou,Mainland China,2020-01-28,9,0,5,TRUE
Guizhou,Mainland China,2020-01-29,12,3,5,TRUE
Guizhou,Mainland China,2020-01-30,12,0,5,TRUE
Guizhou,Mainland China,2020-01-31,29,17,5,TRUE
Guizhou,Mainland China,2020-02-01,29,0,5,TRUE
Guizhou,Mainland China,2020-02-02,46,17,6,TRUE
Guizhou,Mainland China,2020-02-03,56,10,6,TRUE
Guizhou,Mainland China,2020-02-04,64,8,6,TRUE
Guizhou,Mainland China,2020-02-05,64,0,6,TRUE
Guizhou,Mainland China,2020-02-06,71,7,6,TRUE
Hainan,Mainland China,2020-01-20,0,0,4,TRUE
Hainan,Mainland China,2020-01-21,0,0,4,TRUE
Hainan,Mainland China,2020-01-22,4,4,4,TRUE
Hainan,Mainland China,2020-01-23,5,1,4,TRUE
Hainan,Mainland China,2020-01-24,8,3,4,TRUE
Hainan,Mainland China,2020-01-25,19,11,4,TRUE
Hainan,Mainland China,2020-01-26,22,3,5,TRUE
Hainan,Mainland China,2020-01-27,33,11,5,TRUE
Hainan,Mainland China,2020-01-28,43,10,5,TRUE
Hainan,Mainland China,2020-01-29,43,0,5,TRUE
Hainan,Mainland China,2020-01-30,46,3,5,TRUE
Hainan,Mainland China,2020-01-31,58,12,5,TRUE
Hainan,Mainland China,2020-02-01,62,4,5,TRUE
Hainan,Mainland China,2020-02-02,71,9,6,TRUE
Hainan,Mainland China,2020-02-03,79,8,6,TRUE
Hainan,Mainland China,2020-02-04,91,12,6,TRUE
Hainan,Mainland China,2020-02-05,91,0,6,TRUE
Hainan,Mainland China,2020-02-06,106,15,6,TRUE
Hebei,Mainland China,2020-01-20,0,0,4,TRUE
Hebei,Mainland China,2020-01-21,0,0,4,TRUE
Hebei,Mainland China,2020-01-22,1,1,4,TRUE
Hebei,Mainland China,2020-01-23,1,0,4,TRUE
Hebei,Mainland China,2020-01-24,2,1,4,TRUE
Hebei,Mainland China,2020-01-25,13,11,4,TRUE
Hebei,Mainland China,2020-01-26,18,5,5,TRUE
Hebei,Mainland China,2020-01-27,33,15,5,TRUE
Hebei,Mainland China,2020-01-28,48,15,5,TRUE
Hebei,Mainland China,2020-01-29,65,17,5,TRUE
Hebei,Mainland China,2020-01-30,65,0,5,TRUE
Hebei,Mainland China,2020-01-31,96,31,5,TRUE
Hebei,Mainland China,2020-02-01,96,0,5,TRUE
Hebei,Mainland China,2020-02-02,113,17,6,TRUE
Hebei,Mainland China,2020-02-03,126,13,6,TRUE
Hebei,Mainland China,2020-02-04,135,9,6,TRUE
Hebei,Mainland China,2020-02-05,135,0,6,TRUE
Hebei,Mainland China,2020-02-06,157,22,6,TRUE
Heilongjiang,Mainland China,2020-01-20,0,0,4,TRUE
Heilongjiang,Mainland China,2020-01-21,0,0,4,TRUE
Heilongjiang,Mainland China,2020-01-22,0,0,4,TRUE
Heilongjiang,Mainland China,2020-01-23,2,2,4,TRUE
Heilongjiang,Mainland China,2020-01-24,4,2,4,TRUE
Heilongjiang,Mainland China,2020-01-25,15,11,4,TRUE
Heilongjiang,Mainland China,2020-01-26,21,6,5,TRUE
Heilongjiang,Mainland China,2020-01-27,30,9,5,TRUE
Heilongjiang,Mainland China,2020-01-28,37,7,5,TRUE
Heilongjiang,Mainland China,2020-01-29,43,6,5,TRUE
Heilongjiang,Mainland China,2020-01-30,44,1,5,TRUE
Heilongjiang,Mainland China,2020-01-31,59,15,5,TRUE
Heilongjiang,Mainland China,2020-02-01,80,21,5,TRUE
Heilongjiang,Mainland China,2020-02-02,95,15,6,TRUE
Heilongjiang,Mainland China,2020-02-03,155,60,6,TRUE
Heilongjiang,Mainland China,2020-02-04,190,35,6,TRUE
Heilongjiang,Mainland China,2020-02-05,190,0,6,TRUE
Heilongjiang,Mainland China,2020-02-06,227,37,6,TRUE
Henan,Mainland China,2020-01-20,0,0,4,TRUE
Henan,Mainland China,2020-01-21,0,0,4,TRUE
Henan,Mainland China,2020-01-22,5,5,4,TRUE
Henan,Mainland China,2020-01-23,5,0,4,TRUE
Henan,Mainland China,2020-01-24,9,4,4,TRUE
Henan,Mainland China,2020-01-25,83,74,4,TRUE
Henan,Mainland China,2020-01-26,128,45,5,TRUE
Henan,Mainland China,2020-01-27,168,40,5,TRUE
Henan,Mainland China,2020-01-28,206,38,5,TRUE
Henan,Mainland China,2020-01-29,278,72,5,TRUE
Henan,Mainland China,2020-01-30,278,0,5,TRUE
Henan,Mainland China,2020-01-31,352,74,5,TRUE
Henan,Mainland China,2020-02-01,422,70,5,TRUE
Henan,Mainland China,2020-02-02,566,144,6,TRUE
Henan,Mainland China,2020-02-03,675,109,6,TRUE
Henan,Mainland China,2020-02-04,764,89,6,TRUE
Henan,Mainland China,2020-02-05,764,0,6,TRUE
Henan,Mainland China,2020-02-06,851,87,6,TRUE
Hong Kong,Hong Kong,2020-01-20,0,0,4,TRUE
Hong Kong,Hong Kong,2020-01-21,0,0,4,TRUE
Hong Kong,Hong Kong,2020-01-22,0,0,4,TRUE
Hong Kong,Hong Kong,2020-01-23,2,2,4,TRUE
Hong Kong,Hong Kong,2020-01-24,2,0,4,TRUE
Hong Kong,Hong Kong,2020-01-25,5,3,4,TRUE
Hong Kong,Hong Kong,2020-01-26,8,3,5,TRUE
Hong Kong,Hong Kong,2020-01-27,8,0,5,TRUE
Hong Kong,Hong Kong,2020-01-28,8,0,5,TRUE
Hong Kong,Hong Kong,2020-01-29,10,2,5,TRUE
Hong Kong,Hong Kong,2020-01-30,10,0,5,TRUE
Hong Kong,Hong Kong,2020-01-31,13,3,5,TRUE
Hong Kong,Hong Kong,2020-02-01,13,0,5,TRUE
Hong Kong,Hong Kong,2020-02-02,15,2,6,TRUE
Hong Kong,Hong Kong,2020-02-03,15,0,6,TRUE
Hong Kong,Hong Kong,2020-02-04,18,3,6,TRUE
Hong Kong,Hong Kong,2020-02-05,21,3,6,TRUE
Hong Kong,Hong Kong,2020-02-06,24,3,6,TRUE
Hubei,Mainland China,2020-01-20,0,0,4,TRUE
Hubei,Mainland China,2020-01-21,270,270,4,TRUE
Hubei,Mainland China,2020-01-22,444,174,4,TRUE
Hubei,Mainland China,2020-01-23,444,0,4,TRUE
Hubei,Mainland China,2020-01-24,549,105,4,TRUE
Hubei,Mainland China,2020-01-25,1052,503,4,TRUE
Hubei,Mainland China,2020-01-26,1423,371,5,TRUE
Hubei,Mainland China,2020-01-27,2714,1291,5,TRUE
Hubei,Mainland China,2020-01-28,3554,840,5,TRUE
Hubei,Mainland China,2020-01-29,4586,1032,5,TRUE
Hubei,Mainland China,2020-01-30,4903,317,5,TRUE
Hubei,Mainland China,2020-01-31,7153,2250,5,TRUE
Hubei,Mainland China,2020-02-01,7153,0,5,TRUE
Hubei,Mainland China,2020-02-02,11177,4024,6,TRUE
Hubei,Mainland China,2020-02-03,13522,2345,6,TRUE
Hubei,Mainland China,2020-02-04,16678,3156,6,TRUE
Hubei,Mainland China,2020-02-05,16678,0,6,TRUE
Hubei,Mainland China,2020-02-06,19665,2987,6,TRUE
Hunan,Mainland China,2020-01-20,0,0,4,TRUE
Hunan,Mainland China,2020-01-21,1,1,4,TRUE
Hunan,Mainland China,2020-01-22,4,3,4,TRUE
Hunan,Mainland China,2020-01-23,9,5,4,TRUE
Hunan,Mainland China,2020-01-24,24,15,4,TRUE
Hunan,Mainland China,2020-01-25,69,45,4,TRUE
Hunan,Mainland China,2020-01-26,100,31,5,TRUE
Hunan,Mainland China,2020-01-27,100,0,5,TRUE
Hunan,Mainland China,2020-01-28,221,121,5,TRUE
Hunan,Mainland China,2020-01-29,277,56,5,TRUE
Hunan,Mainland China,2020-01-30,277,0,5,TRUE
Hunan,Mainland China,2020-01-31,332,55,5,TRUE
Hunan,Mainland China,2020-02-01,389,57,5,TRUE
Hunan,Mainland China,2020-02-02,521,132,6,TRUE
Hunan,Mainland China,2020-02-03,521,0,6,TRUE
Hunan,Mainland China,2020-02-04,661,140,6,TRUE
Hunan,Mainland China,2020-02-05,661,0,6,TRUE
Hunan,Mainland China,2020-02-06,711,50,6,TRUE
Illinois,US,2020-01-20,0,0,4,FALSE
Illinois,US,2020-01-21,0,0,4,FALSE
Illinois,US,2020-01-22,0,0,4,FALSE
Illinois,US,2020-01-23,0,0,4,FALSE
Illinois,US,2020-01-24,1,1,4,FALSE
Illinois,US,2020-01-25,1,0,4,FALSE
Illinois,US,2020-01-26,1,0,5,FALSE
Illinois,US,2020-01-27,1,0,5,FALSE
Illinois,US,2020-01-28,1,0,5,FALSE
Illinois,US,2020-01-29,1,0,5,FALSE
Illinois,US,2020-01-30,1,0,5,FALSE
Illinois,US,2020-01-31,2,1,5,FALSE
Illinois,US,2020-02-01,2,0,5,FALSE
Illinois,US,2020-02-02,2,0,6,FALSE
Illinois,US,2020-02-03,2,0,6,FALSE
Illinois,US,2020-02-04,2,0,6,FALSE
Illinois,US,2020-02-05,2,0,6,FALSE
Illinois,US,2020-02-06,2,0,6,FALSE
Inner Mongolia,Mainland China,2020-01-20,0,0,4,TRUE
Inner Mongolia,Mainland China,2020-01-21,0,0,4,TRUE
Inner Mongolia,Mainland China,2020-01-22,0,0,4,TRUE
Inner Mongolia,Mainland China,2020-01-23,0,0,4,TRUE
Inner Mongolia,Mainland China,2020-01-24,1,1,4,TRUE
Inner Mongolia,Mainland China,2020-01-25,7,6,4,TRUE
Inner Mongolia,Mainland China,2020-01-26,11,4,5,TRUE
Inner Mongolia,Mainland China,2020-01-27,11,0,5,TRUE
Inner Mongolia,Mainland China,2020-01-28,16,5,5,TRUE
Inner Mongolia,Mainland China,2020-01-29,16,0,5,TRUE
Inner Mongolia,Mainland China,2020-01-30,19,3,5,TRUE
Inner Mongolia,Mainland China,2020-01-31,20,1,5,TRUE
Inner Mongolia,Mainland China,2020-02-01,23,3,5,TRUE
Inner Mongolia,Mainland China,2020-02-02,27,4,6,TRUE
Inner Mongolia,Mainland China,2020-02-03,34,7,6,TRUE
Inner Mongolia,Mainland China,2020-02-04,42,8,6,TRUE
Inner Mongolia,Mainland China,2020-02-05,42,0,6,TRUE
Inner Mongolia,Mainland China,2020-02-06,46,4,6,TRUE
Jiangsu,Mainland China,2020-01-20,0,0,4,TRUE
Jiangsu,Mainland China,2020-01-21,0,0,4,TRUE
Jiangsu,Mainland China,2020-01-22,1,1,4,TRUE
Jiangsu,Mainland China,2020-01-23,5,4,4,TRUE
Jiangsu,Mainland China,2020-01-24,9,4,4,TRUE
Jiangsu,Mainland China,2020-01-25,31,22,4,TRUE
Jiangsu,Mainland China,2020-01-26,47,16,5,TRUE
Jiangsu,Mainland China,2020-01-27,70,23,5,TRUE
Jiangsu,Mainland China,2020-01-28,99,29,5,TRUE
Jiangsu,Mainland China,2020-01-29,129,30,5,TRUE
Jiangsu,Mainland China,2020-01-30,129,0,5,TRUE
Jiangsu,Mainland China,2020-01-31,168,39,5,TRUE
Jiangsu,Mainland China,2020-02-01,202,34,5,TRUE
Jiangsu,Mainland China,2020-02-02,271,69,6,TRUE
